,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,"New York City, NY",40.6635,-73.9387,Izzy's Brooklyn Smokehouse,40.66486881489594,-73.9370233571384,BBQ Joint
1,"New York City, NY",40.6635,-73.9387,The Market Place,40.66215320863159,-73.94301030269322,Grocery Store
2,"New York City, NY",40.6635,-73.9387,Fish N Chips (Soul of the Sea),40.662009000000005,-73.93975999999999,Fish & Chips Shop
3,"New York City, NY",40.6635,-73.9387,Sushi Spot,40.66431991375318,-73.94270495346741,Japanese Restaurant
4,"New York City, NY",40.6635,-73.9387,Crunch Fitness - Crown Heights,40.663335,-73.9328076,Gym / Fitness Center
5,"New York City, NY",40.6635,-73.9387,Popeyes Louisiana Kitchen,40.66300875731143,-73.94011239211001,Fast Food Restaurant
6,"New York City, NY",40.6635,-73.9387,Family Dollar,40.663039000000005,-73.932828,Discount Store
7,"New York City, NY",40.6635,-73.9387,Kingston Bake Shop,40.6656830100813,-73.94257880095176,Sushi Restaurant
8,"New York City, NY",40.6635,-73.9387,Family Dollar,40.66284025,-73.943116,Discount Store
9,"New York City, NY",40.6635,-73.9387,Dunkin',40.663457595035055,-73.93362560648474,Donut Shop
10,"New York City, NY",40.6635,-73.9387,Bunch O Bagels,40.666033975838715,-73.93694219986024,Bagel Shop
11,"New York City, NY",40.6635,-73.9387,Prime Avenue,40.666097,-73.942404,Sandwich Place
12,"New York City, NY",40.6635,-73.9387,Empire Grill,40.664076852377036,-73.94250122793692,Burger Joint
13,"New York City, NY",40.6635,-73.9387,Pomodori,40.66458471744714,-73.94264671556874,Pizza Place
14,"New York City, NY",40.6635,-73.9387,Nosh World,40.665504,-73.942798,Ice Cream Shop
15,"New York City, NY",40.6635,-73.9387,Empire Blvd,40.663546124677566,-73.93304580357288,Other Great Outdoors
16,"Los Angeles, CA",34.0194,-118.4108,Oldfield's Liquor Room,34.016241,-118.411815,Cocktail Bar
17,"Los Angeles, CA",34.0194,-118.4108,Yogurtland,34.01771,-118.407116,Frozen Yogurt Shop
18,"Los Angeles, CA",34.0194,-118.4108,Pampas Grill Culver City,34.01692937253523,-118.40650347100804,Brazilian Restaurant
19,"Los Angeles, CA",34.0194,-118.4108,Bella Vista Brazilian Gourmet Pizza,34.01682388656039,-118.40964382858428,Pizza Place
20,"Los Angeles, CA",34.0194,-118.4108,The Overland,34.02239313194063,-118.40997221545602,Café
21,"Los Angeles, CA",34.0194,-118.4108,Baja California Tacos,34.01726799058575,-118.41005294588084,Taco Place
22,"Los Angeles, CA",34.0194,-118.4108,Robeks Fresh Juices & Smoothies,34.017295,-118.406101,Smoothie Shop
23,"Los Angeles, CA",34.0194,-118.4108,Bigfoot Lodge West,34.015571091494486,-118.41309842327375,Whisky Bar
24,"Los Angeles, CA",34.0194,-118.4108,California Pizza Kitchen,34.018362,-118.407084,Pizza Place
25,"Los Angeles, CA",34.0194,-118.4108,Bamboo Restaurant,34.01715225128539,-118.41024828646815,Latin American Restaurant
26,"Los Angeles, CA",34.0194,-118.4108,Tara's Himalayan Cuisine,34.01700955706605,-118.41056138258107,Indian Restaurant
27,"Los Angeles, CA",34.0194,-118.4108,El Camaguey Meat Market,34.01570938403125,-118.41278498763177,Deli / Bodega
28,"Los Angeles, CA",34.0194,-118.4108,Culver Center,34.017548977030756,-118.40721368870501,Shopping Mall
29,"Los Angeles, CA",34.0194,-118.4108,European Wax Center,34.017827843471174,-118.40700157258625,Health & Beauty Service
30,"Los Angeles, CA",34.0194,-118.4108,Smashburger,34.018150724798154,-118.40692131425722,Burger Joint
31,"Los Angeles, CA",34.0194,-118.4108,Coppelia's Bakery & Restaurant / Larco Mar Peruvian Rotisserie,34.01750652696037,-118.40969279490433,Bakery
32,"Los Angeles, CA",34.0194,-118.4108,Thai Boom - Thai Food Delivery,34.016914,-118.4108167,Thai Restaurant
33,"Los Angeles, CA",34.0194,-118.4108,Venice's Bakery,34.01536538226664,-118.41313536945046,Bakery
34,"Los Angeles, CA",34.0194,-118.4108,GamePlay,34.01562632233249,-118.41305307393706,Toy / Game Store
35,"Los Angeles, CA",34.0194,-118.4108,Cafe 70°,34.016919824076,-118.40640772789246,Coffee Shop
36,"Los Angeles, CA",34.0194,-118.4108,Jamba Juice,34.017352784960494,-118.4062381092099,Juice Bar
37,"Los Angeles, CA",34.0194,-118.4108,Enterprise Rent-A-Car,34.01815740025101,-118.408839002268,Rental Car Location
38,"Los Angeles, CA",34.0194,-118.4108,T-Mobile,34.0175794,-118.4080589,Mobile Phone Shop
39,"Los Angeles, CA",34.0194,-118.4108,GameStop,34.01706057012039,-118.4066091922184,Video Game Store
40,"Los Angeles, CA",34.0194,-118.4108,Baja Fresh,34.017524,-118.408463,Taco Place
41,"Los Angeles, CA",34.0194,-118.4108,GNC,34.01727749726588,-118.40835369587447,Supplement Shop
42,"Los Angeles, CA",34.0194,-118.4108,Redbox,34.0171735587431,-118.40791541780686,Video Store
43,"Los Angeles, CA",34.0194,-118.4108,Yokohama Sushi,34.0169820950283,-118.40658662776,Sushi Restaurant
44,"Los Angeles, CA",34.0194,-118.4108,Tuesday Morning,34.0170602,-118.4068088,Discount Store
45,"Los Angeles, CA",34.0194,-118.4108,Best Buy,34.016149,-118.4071141,Electronics Store
46,"Chicago, IL",41.8376,-87.6818,31st & Western,41.83930715571349,-87.68471967124177,Intersection
47,"Chicago, IL",41.8376,-87.6818,El Milagro,41.83932154232296,-87.68490879259285,Factory
48,"Chicago, IL",41.8376,-87.6818,El Milagro Tortilla,41.839513000000004,-87.684708,Fast Food Restaurant
49,"Chicago, IL",41.8376,-87.6818,CTA Bus Stop 8354,41.841034211212545,-87.68480502339231,Bus Stop
50,"Houston, TX",29.7866,-95.3909,Good Dog Houston,29.78738160825255,-95.38795099993357,Hot Dog Joint
51,"Houston, TX",29.7866,-95.3909,Premium Draught,29.785078174746292,-95.38786487992098,Beer Store
52,"Houston, TX",29.7866,-95.3909,Antidote Coffee,29.78501251105563,-95.38792273585088,Coffee Shop
53,"Houston, TX",29.7866,-95.3909,Sonoma Wine Bar & Restaurant,29.785557459632585,-95.38791414991462,Wine Bar
54,"Houston, TX",29.7866,-95.3909,Good Dog Hot Dogs,29.784894704167204,-95.38756213857967,Food Truck
55,"Houston, TX",29.7866,-95.3909,BCK: Kitchen And Cocktail Adventures,29.78870991414944,-95.38798407571717,American Restaurant
56,"Houston, TX",29.7866,-95.3909,Maison Pucha Bistro,29.789225056220687,-95.38801027687114,Bistro
57,"Houston, TX",29.7866,-95.3909,Red Dessert Dive & Coffee Shop,29.7902158659378,-95.3879386622106,Dessert Shop
58,"Houston, TX",29.7866,-95.3909,Boil House,29.7906773982305,-95.39169225585698,Cajun / Creole Restaurant
59,"Houston, TX",29.7866,-95.3909,Field & Tides,29.79097751414615,-95.38970922692586,New American Restaurant
60,"Houston, TX",29.7866,-95.3909,Berryhill Baja Grill,29.790596122658325,-95.38972174691293,Mexican Restaurant
61,"Houston, TX",29.7866,-95.3909,Hello-Lucky,29.78983490334551,-95.38795753212696,Gift Shop
62,"Houston, TX",29.7866,-95.3909,Flip 'N Patties,29.785049641679223,-95.38777173380761,Food Truck
63,"Houston, TX",29.7866,-95.3909,Black & White,29.78906552157199,-95.38785352727342,Mediterranean Restaurant
64,"Houston, TX",29.7866,-95.3909,Houston Marathon Mile 5 Water Station,29.784986745350352,-95.38782728307854,Sporting Goods Shop
65,"Houston, TX",29.7866,-95.3909,Frosted Betty,29.784961954861725,-95.38767783978531,Food Truck
66,"Phoenix, AZ",33.5722,-112.0901,La 15 Y Salsas Mexican Grill,33.571007,-112.091661,Mexican Restaurant
67,"Phoenix, AZ",33.5722,-112.0901,Country Store,33.574616,-112.091531,Supermarket
68,"Phoenix, AZ",33.5722,-112.0901,Mama Olga’s Tamales,33.571067,-112.085218,Mexican Restaurant
69,"Philadelphia, PA",40.0094,-75.1333,Porky's Point Restaurant,40.00982496142113,-75.13648610809078,BBQ Joint
70,"Philadelphia, PA",40.0094,-75.1333,Dunkin',40.0124637,-75.1355537,Donut Shop
71,"Philadelphia, PA",40.0094,-75.1333,Cousin's Supermarket,40.0129265273798,-75.13520485369324,Supermarket
72,"Philadelphia, PA",40.0094,-75.1333,KFC,40.01226070276942,-75.13550034292751,Fried Chicken Joint
73,"Philadelphia, PA",40.0094,-75.1333,Taco Bell,40.012276,-75.13573067,Fast Food Restaurant
74,"Philadelphia, PA",40.0094,-75.1333,Las Rancheritas,40.01197836807728,-75.13601344268918,Mexican Restaurant
75,"San Antonio, TX",29.4724,-98.5251,Jacala Mexican Restaurant,29.4682673,-98.52584739999999,Mexican Restaurant
76,"San Antonio, TX",29.4724,-98.5251,Metro by T-Mobile,29.470061352486915,-98.52624782162775,Mobile Phone Shop
77,"San Antonio, TX",29.4724,-98.5251,Fintique,29.468984055192898,-98.52625255179362,Pet Store
78,"San Diego, CA",32.8153,-117.135,Dennis Uniform Manufacturing Company,32.8174111,-117.1323625,Kids Store
79,"San Diego, CA",32.8153,-117.135,Barnstorming Adventures,32.815147,-117.139646,Arcade
80,"San Diego, CA",32.8153,-117.135,Mean Green Garage Repair,32.815147,-117.139646,Auto Workshop
81,"Dallas, TX",32.7933,-96.7665,Harvey B's,32.791696,-96.767065,Burger Joint
82,"Dallas, TX",32.7933,-96.7665,Puff N Stuff Smoke Shop,32.7949357,-96.7644736,Smoke Shop
83,"Dallas, TX",32.7933,-96.7665,Louisiana Famous Fried Chicken & Seafood,32.79127397857853,-96.76703595616365,Fast Food Restaurant
84,"Dallas, TX",32.7933,-96.7665,It'll Do Club,32.79120734629768,-96.76903033157039,Nightclub
85,"Dallas, TX",32.7933,-96.7665,Planet Fitness,32.794117,-96.763388,Gym / Fitness Center
86,"Dallas, TX",32.7933,-96.7665,Taqueria Pinocho,32.79141409692964,-96.76699381889738,Mexican Restaurant
87,"Dallas, TX",32.7933,-96.7665,El Paisano,32.78994401912988,-96.76600354384617,Mexican Restaurant
88,"Dallas, TX",32.7933,-96.7665,Family Dollar,32.794117,-96.763388,Discount Store
89,"Dallas, TX",32.7933,-96.7665,7-Eleven,32.7915383,-96.76807,Convenience Store
90,"Dallas, TX",32.7933,-96.7665,Cicis,32.7942664,-96.7632493,Pizza Place
91,"Dallas, TX",32.7933,-96.7665,Egg Roll Hut,32.792264542805476,-96.76761570931409,Chinese Restaurant
92,"Dallas, TX",32.7933,-96.7665,Peak & Elm,32.79080151293857,-96.76970822833154,Mexican Restaurant
93,"Dallas, TX",32.7933,-96.7665,Beer To Go Drive Thru Beer & Daiquiri Shop,32.79542786429793,-96.76423072814941,Convenience Store
94,"Dallas, TX",32.7933,-96.7665,Apple Drugs,32.79662539133738,-96.76435890581897,Pharmacy
95,"Dallas, TX",32.7933,-96.7665,Cash America Pawn,32.795971,-96.763233,Pawn Shop
96,"Dallas, TX",32.7933,-96.7665,Johnnys Liquor,32.795629999999996,-96.762451,Liquor Store
97,"San Jose, CA",37.2967,-121.8189,Subway,37.300377072746066,-121.82204970031455,Sandwich Place
98,"San Jose, CA",37.2967,-121.8189,Speedway Express,37.300482,-121.82161200000002,Gas Station
99,"San Jose, CA",37.2967,-121.8189,Starbucks,37.300163235757445,-121.82191500436542,Coffee Shop
100,"San Jose, CA",37.2967,-121.8189,McDonald's,37.29992344685516,-121.82245530188084,Fast Food Restaurant
101,"San Jose, CA",37.2967,-121.8189,LOL Chicken,37.300204051819776,-121.82206342357226,Fried Chicken Joint
102,"San Jose, CA",37.2967,-121.8189,Aloha Kitchen,37.30023,-121.821445,Restaurant
103,"San Jose, CA",37.2967,-121.8189,Okayama Sushi,37.300296,-121.821964,Japanese Restaurant
104,"San Jose, CA",37.2967,-121.8189,Metro PCS,37.30030781516015,-121.82195313615898,Electronics Store
105,"San Jose, CA",37.2967,-121.8189,Rite Aid,37.2996313,-121.8230882,Pharmacy
106,"San Jose, CA",37.2967,-121.8189,Lee's Sandwich Shop,37.30082739536608,-121.8208494658403,Sandwich Place
107,"Austin, TX",30.3039,-97.7544,Reed Park,30.303886958843936,-97.75773116896949,Park
108,"Austin, TX",30.3039,-97.7544,Wells Fargo,30.30679966307638,-97.75089740753174,Bank
109,"Austin, TX",30.3039,-97.7544,Salon Hush,30.307783264949382,-97.75240290878295,Cosmetics Shop
110,"Austin, TX",30.3039,-97.7544,Blush Bridal Lounge,30.308139,-97.754284,Bridal Shop
111,"Austin, TX",30.3039,-97.7544,Bailey Park,30.30395069726207,-97.75774706089703,Park
112,"Austin, TX",30.3039,-97.7544,Seiders Springs Park,30.303929937812743,-97.75785238072676,Park
113,"Austin, TX",30.3039,-97.7544,Vickmay Skin & Body Spa,30.307491,-97.752553,Spa
114,"Jacksonville, FL",30.3369,-81.6616,Karpeles Manuscript Library Museum,30.337207,-81.656801,History Museum
115,"Jacksonville, FL",30.3369,-81.6616,Jenkins Quality Barbecue - Downtown,30.333563,-81.661198,BBQ Joint
116,"Fort Worth, TX",32.7815,-97.3467,El Asadero,32.78052559465342,-97.34883275747897,Mexican Restaurant
117,"Fort Worth, TX",32.7815,-97.3467,Esperanza's Restaurant & Bakery,32.78409104530302,-97.34896659735472,Mexican Restaurant
118,"Fort Worth, TX",32.7815,-97.3467,Joe T. Garcia's,32.78466620186836,-97.34815880752225,Mexican Restaurant
119,"Fort Worth, TX",32.7815,-97.3467,La Playa Maya,32.78071666903854,-97.34863981088239,Mexican Restaurant
120,"Fort Worth, TX",32.7815,-97.3467,Nuevo Leon Restaurant,32.780809000000005,-97.349515,Mexican Restaurant
121,"Fort Worth, TX",32.7815,-97.3467,El Rancho Grande,32.77825821432505,-97.34697609073424,Mexican Restaurant
122,"Fort Worth, TX",32.7815,-97.3467,Los Paisanos,32.779429,-97.347521,Mexican Restaurant
123,"Fort Worth, TX",32.7815,-97.3467,Chalio Mexican Restaurant,32.781657,-97.348915,Mexican Restaurant
124,"Fort Worth, TX",32.7815,-97.3467,Family Dollar,32.781565,-97.349599,Discount Store
125,"Fort Worth, TX",32.7815,-97.3467,Rose Marine Theatre,32.7793593755944,-97.34762277543008,Theater
126,"Fort Worth, TX",32.7815,-97.3467,Byblos Lebanese Restaurant,32.77834444942908,-97.34697481652536,Mediterranean Restaurant
127,"Fort Worth, TX",32.7815,-97.3467,Shell,32.782402000000005,-97.34893000000001,Gas Station
128,"Columbus, OH",39.9852,-82.9848,White Castle,39.98596645919436,-82.98363352931784,Fast Food Restaurant
129,"Columbus, OH",39.9852,-82.9848,Church's Chicken,39.986695522545816,-82.98849476631256,Fried Chicken Joint
130,"Columbus, OH",39.9852,-82.9848,Burger King,39.98607171803159,-82.98874117434019,Fast Food Restaurant
131,"Columbus, OH",39.9852,-82.9848,Wendy's,39.98671889956318,-82.9873953835795,Fast Food Restaurant
132,"Columbus, OH",39.9852,-82.9848,KFC,39.986650550932666,-82.98660603824214,Fried Chicken Joint
133,"Columbus, OH",39.9852,-82.9848,Chicken District,39.986406762135374,-82.98839276008563,Intersection
134,"Columbus, OH",39.9852,-82.9848,I-71 Exit 110A - 5th Ave,39.986300862453234,-82.98533275723457,Intersection
135,"Columbus, OH",39.9852,-82.9848,Keen's Body Shop Inc,39.98535,-82.981605,Automotive Shop
136,"Columbus, OH",39.9852,-82.9848,Royal Chicken And Fish,39.986445,-82.981262,Fried Chicken Joint
137,"Columbus, OH",39.9852,-82.9848,Milo Arts,39.98307636880119,-82.98814608970731,Art Gallery
138,"Columbus, OH",39.9852,-82.9848,Express Market,39.986470000000004,-82.98055500000001,Convenience Store
139,"Columbus, OH",39.9852,-82.9848,North High Brewing Co Brewery,39.987384000000006,-82.988869,Brewery
140,"Columbus, OH",39.9852,-82.9848,934 Gallery,39.98307267076497,-82.98917999982041,Art Gallery
141,"Charlotte, NC",35.2078,-80.831,The Melting Pot,35.2069,-80.83504,Fondue Restaurant
142,"Charlotte, NC",35.2078,-80.831,Nothing Bundt Cakes,35.20913150559977,-80.83546581745668,Bakery
143,"Charlotte, NC",35.2078,-80.831,Tropical Smoothie Cafe,35.20968705000001,-80.83567722898522,Café
144,"Charlotte, NC",35.2078,-80.831,Kings Drive Farmers Market,35.20554547946463,-80.83558401376622,Farmers Market
145,"Charlotte, NC",35.2078,-80.831,Biggs Camera,35.20755175673024,-80.83580196514733,Camera Store
146,"Charlotte, NC",35.2078,-80.831,Clothes Mentor Charlotte,35.206919438913836,-80.83556573393153,Women's Store
147,"Charlotte, NC",35.2078,-80.831,Orangetheory Fitness,35.20943526204112,-80.835799530896,Gym / Fitness Center
148,"Charlotte, NC",35.2078,-80.831,Maharani Indian Cuisine,35.20684662427658,-80.83558483746312,Indian Restaurant
149,"Charlotte, NC",35.2078,-80.831,Baskin-Robbins,35.208691218827596,-80.83573803918131,Ice Cream Shop
150,"Charlotte, NC",35.2078,-80.831,AT&T,35.209459,-80.835546,Mobile Phone Shop
151,"Charlotte, NC",35.2078,-80.831,Dunkin',35.2087091,-80.835593,Donut Shop
152,"Charlotte, NC",35.2078,-80.831,7-Eleven,35.206025,-80.83584300000001,Convenience Store
153,"Charlotte, NC",35.2078,-80.831,Shell,35.20593430467513,-80.8358734656601,Gas Station
154,"Charlotte, NC",35.2078,-80.831,Pizza Hut,35.20700198772462,-80.83515251612823,Pizza Place
155,"Charlotte, NC",35.2078,-80.831,Cherry Neighborhood Park,35.209911336418195,-80.8322361717194,Park
156,"Charlotte, NC",35.2078,-80.831,Queens Station,35.20957801575788,-80.82848028954314,Residential Building (Apartment / Condo)
157,"Charlotte, NC",35.2078,-80.831,Theater Charlotte,35.207167,-80.826839,Theater
158,"Charlotte, NC",35.2078,-80.831,Great Harvest Bread Company,35.206899097688044,-80.83549783475833,Bakery
159,"Charlotte, NC",35.2078,-80.831,Midtown Nails,35.206979857314096,-80.83553789719784,Spa
160,"Indianapolis, IN",39.7767,-86.1459,livery,39.776740239057695,-86.14540366444808,Spanish Restaurant
161,"Indianapolis, IN",39.7767,-86.1459,Chatham Tap,39.776660784926165,-86.14646243487914,Bar
162,"Indianapolis, IN",39.7767,-86.1459,Libertine on Mass,39.77569518710939,-86.14827031339219,Bar
163,"Indianapolis, IN",39.7767,-86.1459,Toolbox Men's Supply Company,39.777103010356,-86.14571928977966,Men's Store
164,"Indianapolis, IN",39.7767,-86.1459,The Inventorialist | Mass Ave.,39.77622484069178,-86.14743334534097,Furniture / Home Store
165,"Indianapolis, IN",39.7767,-86.1459,Mesh,39.77674341785234,-86.14627824575086,American Restaurant
166,"Indianapolis, IN",39.7767,-86.1459,Mass Ave Pub,39.777056927102436,-86.14584906818708,Bar
167,"Indianapolis, IN",39.7767,-86.1459,St Joseph Brewery & Public House,39.77496914661901,-86.14563920296207,Brewery
168,"Indianapolis, IN",39.7767,-86.1459,Kaffeine Coffee,39.77587441515049,-86.14407777786255,Coffee Shop
169,"Indianapolis, IN",39.7767,-86.1459,Ralston's DraftHouse,39.77581446934746,-86.14761189420636,Pub
170,"Indianapolis, IN",39.7767,-86.1459,Union 50,39.77607846727168,-86.14903523683564,Gastropub
171,"Indianapolis, IN",39.7767,-86.1459,Forty Five Degrees,39.77731888124159,-86.14542653094642,Sushi Restaurant
172,"Indianapolis, IN",39.7767,-86.1459,thaitanium,39.77705700646499,-86.1460147186197,Thai Restaurant
173,"Indianapolis, IN",39.7767,-86.1459,The Flying Cupcake,39.776652495436316,-86.14654462635339,Cupcake Shop
174,"Indianapolis, IN",39.7767,-86.1459,IndyFringe Theatre Building,39.777526752138755,-86.14454361842294,Theater
175,"Indianapolis, IN",39.7767,-86.1459,Theatre on the Square,39.775768205885846,-86.14794315091089,Comedy Club
176,"Indianapolis, IN",39.7767,-86.1459,Yogülatte,39.77720700206108,-86.14560393509825,Frozen Yogurt Shop
177,"Indianapolis, IN",39.7767,-86.1459,Homespun : Modern Handmade,39.7791162442616,-86.14286572368395,Arts & Crafts Store
178,"Indianapolis, IN",39.7767,-86.1459,Nine Irish Brothers,39.77497310304067,-86.14897477230086,Irish Pub
179,"Indianapolis, IN",39.7767,-86.1459,Natural Born Juicers,39.7791235437824,-86.1428678910863,Juice Bar
180,"Indianapolis, IN",39.7767,-86.1459,Goodfellas Pizzeria,39.77458015331906,-86.14950601364741,Pizza Place
181,"Indianapolis, IN",39.7767,-86.1459,The Best Chocolate in Town,39.77942471477466,-86.14255588009935,Dessert Shop
182,"Indianapolis, IN",39.7767,-86.1459,Tini,39.776562,-86.14605,Bar
183,"Indianapolis, IN",39.7767,-86.1459,Fat Dan's Deli,39.77402096910744,-86.14972541029073,Deli / Bodega
184,"Indianapolis, IN",39.7767,-86.1459,Metro Nightclub & Restaurant,39.77653535380758,-86.14667180289125,Gay Bar
185,"Indianapolis, IN",39.7767,-86.1459,Lockerbie Pub,39.77374779212597,-86.14582771241632,Pub
186,"Indianapolis, IN",39.7767,-86.1459,Yats,39.77941530547671,-86.14240590794437,Cajun / Creole Restaurant
187,"Indianapolis, IN",39.7767,-86.1459,Mimi Blue Meatballs,39.77926167630386,-86.14277779995108,New American Restaurant
188,"Indianapolis, IN",39.7767,-86.1459,CSz Indianapolis-Home of ComedySportz,39.77671887823069,-86.14643734494457,Comedy Club
189,"Indianapolis, IN",39.7767,-86.1459,Condado,39.775161037068386,-86.14921125834401,Mexican Restaurant
190,"Indianapolis, IN",39.7767,-86.1459,Coat Check Coffee,39.773866200019384,-86.15021114907394,Café
191,"Indianapolis, IN",39.7767,-86.1459,Art Bank Art Gallery,39.77786085661391,-86.14464045176098,Art Gallery
192,"Indianapolis, IN",39.7767,-86.1459,Indy Reads Books,39.77977583899994,-86.1417252734194,Bookstore
193,"Indianapolis, IN",39.7767,-86.1459,YMCA @ the Athenaeum,39.773769992660455,-86.14969455997763,Gym
194,"Indianapolis, IN",39.7767,-86.1459,Athenaeum,39.77381587304259,-86.15029024161167,Theater
195,"Indianapolis, IN",39.7767,-86.1459,Henry's Coffee Bistro,39.77618860774208,-86.14849919472346,Coffee Shop
196,"Indianapolis, IN",39.7767,-86.1459,Love Handle,39.779146000000004,-86.142548,Comfort Food Restaurant
197,"Indianapolis, IN",39.7767,-86.1459,Rooster's Kitchen,39.7795916599679,-86.14247445422853,Gastropub
198,"Indianapolis, IN",39.7767,-86.1459,Broken Beaker,39.77608628475581,-86.14736280530244,Distillery
199,"Indianapolis, IN",39.7767,-86.1459,Mass Ave Wine Shoppe,39.77938623180158,-86.14265175823284,Wine Bar
200,"Indianapolis, IN",39.7767,-86.1459,Liberty Street,39.77622217002203,-86.14720399225821,Cocktail Bar
201,"Indianapolis, IN",39.7767,-86.1459,Murat Shrine Oasis,39.774717297518485,-86.15097133538136,Speakeasy
202,"Indianapolis, IN",39.7767,-86.1459,Boomerang Boutique,39.778511435847044,-86.1436039279215,Thrift / Vintage Store
203,"Indianapolis, IN",39.7767,-86.1459,outliers brewing company,39.77517893612067,-86.14745048727195,Brewery
204,"Indianapolis, IN",39.7767,-86.1459,Salt on Mass,39.7741119,-86.1498982,Mediterranean Restaurant
205,"Indianapolis, IN",39.7767,-86.1459,IndyFringe Theatre,39.77746412067865,-86.14450766973209,Theater
206,"Indianapolis, IN",39.7767,-86.1459,Cirque Indy,39.77574608438874,-86.14389138385397,Athletics & Sports
207,"Indianapolis, IN",39.7767,-86.1459,Crimson Tate :: Modern Quilter,39.77862764082388,-86.14372655834967,Arts & Crafts Store
208,"Indianapolis, IN",39.7767,-86.1459,Pattern,39.77923214234558,-86.1426886110258,Clothing Store
209,"Indianapolis, IN",39.7767,-86.1459,Indy Stage and Lighting,39.7796,-86.141849,Entertainment Service
210,"Seattle, WA",47.6205,-122.3509,Seattle Center Playground,47.62186859560178,-122.3492536868005,Playground
211,"Seattle, WA",47.6205,-122.3509,Seattle Center,47.622190306287365,-122.35147476196289,Plaza
212,"Seattle, WA",47.6205,-122.3509,Chihuly Garden and Glass,47.620534074711166,-122.35027685964039,Art Museum
213,"Seattle, WA",47.6205,-122.3509,Space Needle: Observation Deck,47.6205147692609,-122.34932967635221,Scenic Lookout
214,"Seattle, WA",47.6205,-122.3509,Space Needle,47.62045167179497,-122.34936875738255,Monument / Landmark
215,"Seattle, WA",47.6205,-122.3509,Glass Gallery,47.62042692294574,-122.35012412942712,Arts & Crafts Store
216,"Seattle, WA",47.6205,-122.3509,Chihuly Glasshouse,47.620825,-122.350023,Art Gallery
217,"Seattle, WA",47.6205,-122.3509,Boeing IMAX Theater,47.619684156766226,-122.35057905294852,Movie Theater
218,"Seattle, WA",47.6205,-122.3509,Sonic Bloom,47.62006087032991,-122.35022252014421,Sculpture Garden
219,"Seattle, WA",47.6205,-122.3509,Star Trek: Exploring New Worlds Exhibition,47.621263862506225,-122.3484128944123,Exhibit
220,"Seattle, WA",47.6205,-122.3509,Pacific Science Center,47.6195852300875,-122.35155540681825,Science Museum
221,"Seattle, WA",47.6205,-122.3509,MoPOP (Museum of Pop Culture (MoPOP)),47.621526,-122.348054,Museum
222,"Seattle, WA",47.6205,-122.3509,International Fountain,47.622486065907275,-122.35232071726352,Fountain
223,"Seattle, WA",47.6205,-122.3509,MOD Pizza,47.62124075734349,-122.35074930241775,Pizza Place
224,"Seattle, WA",47.6205,-122.3509,MoPOP Sky Church,47.621598487495895,-122.34843919857148,Music Venue
225,"Seattle, WA",47.6205,-122.3509,Collections Cafe,47.620725051558466,-122.35007048509074,American Restaurant
226,"Seattle, WA",47.6205,-122.3509,Myrtle Edwards Running Trail,47.61809091206324,-122.3518805256003,Track
227,"Seattle, WA",47.6205,-122.3509,Pantry by Plum,47.621220510479816,-122.35086001851899,Vegetarian / Vegan Restaurant
228,"Seattle, WA",47.6205,-122.3509,MoPOP Guitar Gallery,47.621748833815225,-122.34793732691298,Exhibit
229,"Seattle, WA",47.6205,-122.3509,Nirvana: Taking Punk To The Masses Exhibit,47.62170188755893,-122.34807692506948,Exhibit
230,"Seattle, WA",47.6205,-122.3509,Siff Cinema at the Film Center,47.62272360702447,-122.35251995991756,Indie Movie Theater
231,"Seattle, WA",47.6205,-122.3509,Ride the Ducks,47.62143491867992,-122.34724032046022,Boat or Ferry
232,"Seattle, WA",47.6205,-122.3509,Seattle Children's Theatre,47.620938367395254,-122.3524425732856,Theater
233,"Seattle, WA",47.6205,-122.3509,Hyatt House Seattle/Downtown,47.6200568270736,-122.34799885256778,Hotel
234,"Seattle, WA",47.6205,-122.3509,QED Coffee,47.61947610044858,-122.34723239188295,Coffee Shop
235,"Seattle, WA",47.6205,-122.3509,Pacific Northwest Ballet,47.6239880142884,-122.35047540429281,Performing Arts Venue
236,"Seattle, WA",47.6205,-122.3509,Center Square,47.62098045788809,-122.34924333937794,Plaza
237,"Seattle, WA",47.6205,-122.3509,Mantra Restaurant and Bar,47.61846397683913,-122.34843376548748,Thai Restaurant
238,"Seattle, WA",47.6205,-122.3509,Bill & Melinda Gates Foundation Visitor Center,47.62293445515962,-122.34744604480278,Museum
239,"Seattle, WA",47.6205,-122.3509,Tilikum Place Café,47.61802974371671,-122.34768939739706,Breakfast Spot
240,"Seattle, WA",47.6205,-122.3509,Book-It Repertory Theatre,47.62121991622908,-122.3507656090484,Theater
241,"Seattle, WA",47.6205,-122.3509,La Marzocco Cafe,47.6227316073658,-122.35532257285617,Coffee Shop
242,"Seattle, WA",47.6205,-122.3509,The 5 Point Cafe,47.618137581244795,-122.34755655818344,Bar
243,"Seattle, WA",47.6205,-122.3509,Seattle Opera,47.623949808127946,-122.3504198800131,Opera House
244,"Seattle, WA",47.6205,-122.3509,KEXP Studios,47.62273725267265,-122.35532920886175,Radio Station
245,"Seattle, WA",47.6205,-122.3509,TeKu Tavern,47.61858580046448,-122.34601080358608,Beer Bar
246,"Seattle, WA",47.6205,-122.3509,Street Bean Espresso,47.61739712905033,-122.34933823111055,Coffee Shop
